,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
166,0 days 02:18:21.955000,ANT,12,0 days 00:01:32.243000,49.0,2.0,,,32.084,34.65,25.509,0 days 02:17:21.895000,0 days 02:17:56.545000,0 days 02:18:22.054000,212.0,185.0,276.0,317.0,False,HARD,23.0,True,Mercedes,0 days 02:16:49.712000,2026-05-03 18:23:30.457,1,1.0,False,,False,True,92.243,92.24300000000001
167,0 days 02:19:54.052000,ANT,12,0 days 00:01:32.097000,50.0,2.0,,,32.102,34.587,25.408,0 days 02:18:54.156000,0 days 02:19:28.743000,0 days 02:19:54.151000,213.0,186.0,281.0,320.0,False,HARD,24.0,True,Mercedes,0 days 02:18:21.955000,2026-05-03 18:25:02.700,1,1.0,False,,False,True,92.097,92.097
168,0 days 02:21:26.470000,ANT,12,0 days 00:01:32.418000,51.0,2.0,,,32.144,34.714,25.56,0 days 02:20:26.295000,0 days 02:21:01.009000,0 days 02:21:26.569000,213.0,186.0,281.0,321.0,False,HARD,25.0,True,Mercedes,0 days 02:19:54.052000,2026-05-03 18:26:34.797,1,1.0,False,,False,True,92.418,92.418
169,0 days 02:22:58.897000,ANT,12,0 days 00:01:32.427000,52.0,2.0,,,32.267,34.588,25.572,0 days 02:21:58.836000,0 days 02:22:33.424000,0 days 02:22:58.996000,210.0,186.0,274.0,314.0,False,HARD,26.0,True,Mercedes,0 days 02:21:26.470000,2026-05-03 18:28:07.215,1,1.0,False,,False,True,92.427,92.427
170,0 days 02:24:31.251000,ANT,12,0 days 00:01:32.354000,53.0,2.0,,,32.07,34.676,25.608,0 days 02:23:31.066000,0 days 02:24:05.742000,0 days 02:24:31.350000,212.0,185.0,273.0,316.0,False,HARD,27.0,True,Mercedes,0 days 02:22:58.897000,2026-05-03 18:29:39.642,1,1.0,False,,False,True,92.354,92.35400000000001
171,0 days 02:26:03.237000,ANT,12,0 days 00:01:31.986000,54.0,2.0,,,32.04,34.599,25.347,0 days 02:25:03.390000,0 days 02:25:37.989000,0 days 02:26:03.336000,213.0,186.0,281.0,321.0,False,HARD,28.0,True,Mercedes,0 days 02:24:31.251000,2026-05-03 18:31:11.996,1,1.0,False,,False,True,91.986,91.98599999999999
172,0 days 02:27:35.584000,ANT,12,0 days 00:01:32.347000,55.0,2.0,,,32.376,34.451,25.52,0 days 02:26:35.712000,0 days 02:27:10.163000,0 days 02:27:35.683000,211.0,186.0,276.0,315.0,False,HARD,29.0,True,Mercedes,0 days 02:26:03.237000,2026-05-03 18:32:43.982,1,1.0,False,,False,True,92.347,92.347
173,0 days 02:29:08.170000,ANT,12,0 days 00:01:32.586000,56.0,2.0,,,32.122,34.808,25.656,0 days 02:28:07.805000,0 days 02:28:42.613000,0 days 02:29:08.269000,213.0,186.0,279.0,316.0,False,HARD,30.0,True,Mercedes,0 days 02:27:35.584000,2026-05-03 18:34:16.329,1,1.0,False,,False,True,92.586,92.58600000000001
174,0 days 02:30:41.262000,ANT,12,0 days 00:01:33.092000,57.0,2.0,,,32.418,34.81,25.864,0 days 02:29:40.687000,0 days 02:30:15.497000,0 days 02:30:41.361000,214.0,186.0,269.0,322.0,False,HARD,31.0,True,Mercedes,0 days 02:29:08.170000,2026-05-03 18:35:48.915,12,1.0,False,,False,True,93.092,93.09200000000001
175,0 days 00:59:11.945000,ALO,14,0 days 00:01:49.952000,1.0,1.0,,,,38.503,27.007,,0 days 00:58:45.173000,0 days 00:59:11.974000,200.0,181.0,263.0,297.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:57:21.749000,2026-05-03 17:04:02.494,1,20.0,False,,False,False,109.952,
176,0 days 01:00:48.572000,ALO,14,0 days 00:01:36.627000,2.0,1.0,,,34.472,35.834,26.321,0 days 00:59:46.446000,0 days 01:00:22.280000,0 days 01:00:48.601000,204.0,180.0,271.0,304.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:59:11.945000,2026-05-03 17:05:52.690,1,20.0,False,,False,True,96.627,96.62700000000001
177,0 days 01:02:25.077000,ALO,14,0 days 00:01:36.505000,3.0,1.0,,,34.435,35.967,26.103,0 days 01:01:23.036000,0 days 01:01:59.003000,0 days 01:02:25.106000,203.0,181.0,273.0,299.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:00:48.572000,2026-05-03 17:07:29.317,1,20.0,False,,False,True,96.505,96.505
178,0 days 01:04:01.527000,ALO,14,0 days 00:01:36.450000,4.0,1.0,,,34.101,36.003,26.346,0 days 01:02:59.207000,0 days 01:03:35.210000,0 days 01:04:01.556000,204.0,181.0,275.0,302.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:02:25.077000,2026-05-03 17:09:05.822,1,20.0,False,,False,True,96.45,96.45
179,0 days 01:05:41.669000,ALO,14,0 days 00:01:40.142000,5.0,1.0,,,33.915,36.24,29.987,0 days 01:04:35.471000,0 days 01:05:11.711000,0 days 01:05:41.698000,205.0,180.0,102.0,278.0,False,MEDIUM,5.0,True,Aston Martin,0 days 01:04:01.527000,2026-05-03 17:10:42.272,124,17.0,False,,False,False,100.142,100.142
180,0 days 01:07:56.851000,ALO,14,0 days 00:02:15.182000,6.0,1.0,,,44.673,51.274,39.235,0 days 01:06:26.371000,0 days 01:07:17.645000,0 days 01:07:56.880000,186.0,150.0,221.0,84.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:05:41.669000,2026-05-03 17:12:22.414,4,17.0,False,,False,False,135.182,135.18200000000002
181,0 days 01:10:06.807000,ALO,14,0 days 00:02:09.956000,7.0,1.0,,,39.034,49.822,41.1,0 days 01:08:35.914000,0 days 01:09:25.736000,0 days 01:10:06.836000,171.0,136.0,214.0,105.0,False,MEDIUM,7.0,True,Aston Martin,0 days 01:07:56.851000,2026-05-03 17:14:37.596,4,17.0,False,,False,False,129.956,129.956
182,0 days 01:12:29.188000,ALO,14,0 days 00:02:22.381000,8.0,1.0,,,40.614,59.926,41.841,0 days 01:10:47.450000,0 days 01:11:47.376000,0 days 01:12:29.217000,155.0,50.0,220.0,108.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:10:06.807000,2026-05-03 17:16:47.552,4,17.0,False,,False,False,142.381,142.381
183,0 days 01:14:51.417000,ALO,14,0 days 00:02:22.229000,9.0,1.0,,,40.463,63.484,38.282,0 days 01:13:09.680000,0 days 01:14:13.164000,0 days 01:14:51.446000,136.0,107.0,215.0,209.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:12:29.188000,2026-05-03 17:19:09.933,4,17.0,False,,False,False,142.229,142.22899999999998
184,0 days 01:17:11.612000,ALO,14,0 days 00:02:20.195000,10.0,1.0,,,44.824,60.795,34.576,0 days 01:15:36.270000,0 days 01:16:37.065000,0 days 01:17:11.641000,92.0,69.0,215.0,240.0,False,MEDIUM,10.0,True,Aston Martin,0 days 01:14:51.417000,2026-05-03 17:21:32.162,4,17.0,False,,False,False,140.195,140.195
185,0 days 01:19:29.427000,ALO,14,0 days 00:02:17.815000,11.0,1.0,,,44.428,48.072,45.315,0 days 01:17:56.069000,0 days 01:18:44.141000,0 days 01:19:29.456000,137.0,160.0,278.0,40.0,False,MEDIUM,11.0,True,Aston Martin,0 days 01:17:11.612000,2026-05-03 17:23:52.357,41,17.0,False,,False,False,137.815,137.815
186,0 days 01:21:06.227000,ALO,14,0 days 00:01:36.800000,12.0,1.0,,,34.086,36.435,26.279,0 days 01:20:03.542000,0 days 01:20:39.977000,0 days 01:21:06.256000,206.0,180.0,282.0,289.0,False,MEDIUM,12.0,True,Aston Martin,0 days 01:19:29.427000,2026-05-03 17:26:10.172,1,17.0,False,,False,True,96.8,96.8
187,0 days 01:22:42.576000,ALO,14,0 days 00:01:36.349000,13.0,1.0,,,34.305,35.916,26.128,0 days 01:21:40.561000,0 days 01:22:16.477000,0 days 01:22:42.605000,203.0,180.0,275.0,303.0,True,MEDIUM,13.0,True,Aston Martin,0 days 01:21:06.227000,2026-05-03 17:27:46.972,1,17.0,False,,False,True,96.349,96.349
188,0 days 01:24:19.058000,ALO,14,0 days 00:01:36.482000,14.0,1.0,,,34.407,35.928,26.147,0 days 01:23:17.012000,0 days 01:23:52.940000,0 days 01:24:19.087000,208.0,179.0,263.0,311.0,False,MEDIUM,14.0,True,Aston Martin,0 days 01:22:42.576000,2026-05-03 17:29:23.321,1,17.0,False,,False,True,96.482,96.482
189,0 days 01:25:56.693000,ALO,14,0 days 00:01:37.635000,15.0,1.0,,,35.336,36.016,26.283,0 days 01:24:54.423000,0 days 01:25:30.439000,0 days 01:25:56.722000,203.0,180.0,268.0,311.0,False,MEDIUM,15.0,True,Aston Martin,0 days 01:24:19.058000,2026-05-03 17:30:59.803,12,17.0,False,,False,True,97.635,97.635
190,0 days 01:27:32.836000,ALO,14,0 days 00:01:36.143000,16.0,1.0,,,33.918,35.931,26.294,0 days 01:26:30.640000,0 days 01:27:06.571000,0 days 01:27:32.865000,197.0,180.0,271.0,304.0,True,MEDIUM,16.0,True,Aston Martin,0 days 01:25:56.693000,2026-05-03 17:32:37.438,1,17.0,False,,False,True,96.143,96.14299999999999
191,0 days 01:29:09.289000,ALO,14,0 days 00:01:36.453000,17.0,1.0,,,33.761,36.262,26.43,0 days 01:28:06.626000,0 days 01:28:42.888000,0 days 01:29:09.318000,201.0,180.0,271.0,297.0,False,MEDIUM,17.0,True,Aston Martin,0 days 01:27:32.836000,2026-05-03 17:34:13.581,1,17.0,False,,False,True,96.453,96.453
192,0 days 01:30:46.228000,ALO,14,0 days 00:01:36.939000,18.0,1.0,,,34.132,36.336,26.471,0 days 01:29:43.450000,0 days 01:30:19.786000,0 days 01:30:46.257000,194.0,179.0,270.0,304.0,False,MEDIUM,18.0,True,Aston Martin,0 days 01:29:09.289000,2026-05-03 17:35:50.034,1,17.0,False,,False,True,96.939,96.939
193,0 days 01:32:23.064000,ALO,14,0 days 00:01:36.836000,19.0,1.0,,,34.232,36.064,26.54,0 days 01:31:20.489000,0 days 01:31:56.553000,0 days 01:32:23.093000,204.0,181.0,272.0,303.0,False,MEDIUM,19.0,True,Aston Martin,0 days 01:30:46.228000,2026-05-03 17:37:26.973,1,17.0,False,,False,True,96.836,96.83599999999998
194,0 days 01:33:59.285000,ALO,14,0 days 00:01:36.221000,20.0,1.0,,,33.989,35.784,26.448,0 days 01:32:57.082000,0 days 01:33:32.866000,0 days 01:33:59.314000,203.0,181.0,270.0,299.0,False,MEDIUM,20.0,True,Aston Martin,0 days 01:32:23.064000,2026-05-03 17:39:03.809,1,16.0,False,,False,True,96.221,96.221
195,0 days 01:35:35.846000,ALO,14,0 days 00:01:36.561000,21.0,1.0,,,33.714,36.197,26.65,0 days 01:34:33.028000,0 days 01:35:09.225000,0 days 01:35:35.875000,203.0,181.0,272.0,292.0,False,MEDIUM,21.0,True,Aston Martin,0 days 01:33:59.285000,2026-05-03 17:40:40.030,1,16.0,False,,False,True,96.561,96.561
196,0 days 01:37:12.140000,ALO,14,0 days 00:01:36.294000,22.0,1.0,,,33.715,36.016,26.563,0 days 01:36:09.590000,0 days 01:36:45.606000,0 days 01:37:12.169000,198.0,181.0,269.0,295.0,False,MEDIUM,22.0,True,Aston Martin,0 days 01:35:35.846000,2026-05-03 17:42:16.591,1,16.0,False,,False,True,96.294,96.294
197,0 days 01:38:48.526000,ALO,14,0 days 00:01:36.386000,23.0,1.0,,,33.654,36.078,26.654,0 days 01:37:45.823000,0 days 01:38:21.901000,0 days 01:38:48.555000,201.0,182.0,266.0,294.0,False,MEDIUM,23.0,True,Aston Martin,0 days 01:37:12.140000,2026-05-03 17:43:52.885,1,16.0,True,TRACK LIMITS AT TURN 5 LAP 23 ,False,True,96.386,96.386
198,0 days 01:40:25.192000,ALO,14,0 days 00:01:36.666000,24.0,1.0,,,33.735,36.178,26.753,0 days 01:39:22.290000,0 days 01:39:58.468000,0 days 01:40:25.221000,201.0,181.0,271.0,293.0,False,MEDIUM,24.0,True,Aston Martin,0 days 01:38:48.526000,2026-05-03 17:45:29.271,1,16.0,False,,False,True,96.666,96.666
199,0 days 01:42:01.669000,ALO,14,0 days 00:01:36.477000,25.0,1.0,,,33.469,36.274,26.734,0 days 01:40:58.690000,0 days 01:41:34.964000,0 days 01:42:01.698000,202.0,182.0,269.0,293.0,False,MEDIUM,25.0,True,Aston Martin,0 days 01:40:25.192000,2026-05-03 17:47:05.937,1,16.0,False,,False,True,96.477,96.477
200,0 days 01:43:37.938000,ALO,14,0 days 00:01:36.269000,26.0,1.0,,,33.537,35.955,26.777,0 days 01:42:35.235000,0 days 01:43:11.190000,0 days 01:43:37.967000,203.0,182.0,271.0,292.0,False,MEDIUM,26.0,True,Aston Martin,0 days 01:42:01.669000,2026-05-03 17:48:42.414,1,16.0,False,,False,True,96.269,96.26899999999999
201,0 days 01:45:14.009000,ALO,14,0 days 00:01:36.071000,27.0,1.0,,,33.539,35.912,26.62,0 days 01:44:11.506000,0 days 01:44:47.418000,0 days 01:45:14.038000,203.0,183.0,273.0,295.0,True,MEDIUM,27.0,True,Aston Martin,0 days 01:43:37.938000,2026-05-03 17:50:18.683,1,16.0,False,,False,True,96.071,96.071
202,0 days 01:46:49.994000,ALO,14,0 days 00:01:35.985000,28.0,1.0,,,33.452,35.977,26.556,0 days 01:45:47.490000,0 days 01:46:23.467000,0 days 01:46:50.023000,203.0,183.0,270.0,296.0,True,MEDIUM,28.0,True,Aston Martin,0 days 01:45:14.009000,2026-05-03 17:51:54.754,1,16.0,False,,False,True,95.985,95.985
203,0 days 01:48:26.074000,ALO,14,0 days 00:01:36.080000,29.0,1.0,,,33.629,35.917,26.534,0 days 01:47:23.652000,0 days 01:47:59.569000,0 days 01:48:26.103000,202.0,182.0,271.0,297.0,False,MEDIUM,29.0,True,Aston Martin,0 days 01:46:49.994000,2026-05-03 17:53:30.739,1,14.0,True,TRACK LIMITS AT TURN 5 LAP 29 ,False,True,96.08,96.07999999999998
204,0 days 01:50:02.265000,ALO,14,0 days 00:01:36.191000,30.0,1.0,,,33.74,35.868,26.583,0 days 01:48:59.843000,0 days 01:49:35.711000,0 days 01:50:02.294000,198.0,183.0,270.0,292.0,False,MEDIUM,30.0,True,Aston Martin,0 days 01:48:26.074000,2026-05-03 17:55:06.819,1,14.0,False,,False,True,96.191,96.191
205,0 days 01:51:38.655000,ALO,14,0 days 00:01:36.390000,31.0,1.0,,,33.697,35.938,26.755,0 days 01:50:35.991000,0 days 01:51:11.929000,0 days 01:51:38.684000,201.0,182.0,266.0,289.0,False,MEDIUM,31.0,True,Aston Martin,0 days 01:50:02.265000,2026-05-03 17:56:43.010,1,14.0,False,,False,True,96.39,96.39
206,0 days 01:53:14.990000,ALO,14,0 days 00:01:36.335000,32.0,1.0,,,33.567,35.876,26.892,0 days 01:52:12.251000,0 days 01:52:48.127000,0 days 01:53:15.019000,201.0,182.0,271.0,288.0,False,MEDIUM,32.0,True,Aston Martin,0 days 01:51:38.655000,2026-05-03 17:58:19.400,1,14.0,False,,False,True,96.335,96.335
207,0 days 01:54:51.698000,ALO,14,0 days 00:01:36.708000,33.0,1.0,,,33.582,36.656,26.47,0 days 01:53:48.601000,0 days 01:54:25.257000,0 days 01:54:51.727000,200.0,181.0,275.0,307.0,False,MEDIUM,33.0,True,Aston Martin,0 days 01:53:14.990000,2026-05-03 17:59:55.735,1,15.0,False,,False,True,96.708,96.708
208,0 days 01:56:27.342000,ALO,14,0 days 00:01:35.644000,34.0,1.0,,,33.555,35.827,26.262,0 days 01:55:25.282000,0 days 01:56:01.109000,0 days 01:56:27.371000,203.0,182.0,272.0,307.0,True,MEDIUM,34.0,True,Aston Martin,0 days 01:54:51.698000,2026-05-03 18:01:32.443,1,15.0,False,,False,True,95.644,95.644
209,0 days 01:58:03.885000,ALO,14,0 days 00:01:36.543000,35.0,1.0,,,33.832,36.031,26.68,0 days 01:57:01.203000,0 days 01:57:37.234000,0 days 01:58:03.914000,204.0,180.0,272.0,289.0,False,MEDIUM,35.0,True,Aston Martin,0 days 01:56:27.342000,2026-05-03 18:03:08.087,1,15.0,False,,False,True,96.543,96.543
210,0 days 01:59:40.336000,ALO,14,0 days 00:01:36.451000,36.0,1.0,,,33.604,36.152,26.695,0 days 01:58:37.518000,0 days 01:59:13.670000,0 days 01:59:40.365000,200.0,182.0,270.0,293.0,False,MEDIUM,36.0,True,Aston Martin,0 days 01:58:03.885000,2026-05-03 18:04:44.630,1,15.0,False,,False,True,96.451,96.451
211,0 days 02:01:16.894000,ALO,14,0 days 00:01:36.558000,37.0,1.0,,,33.619,36.103,26.836,0 days 02:00:13.984000,0 days 02:00:50.087000,0 days 02:01:16.923000,203.0,182.0,265.0,287.0,False,MEDIUM,37.0,True,Aston Martin,0 days 01:59:40.336000,2026-05-03 18:06:21.081,1,15.0,False,,False,True,96.558,96.558
212,0 days 02:02:53.764000,ALO,14,0 days 00:01:36.870000,38.0,1.0,,,33.803,36.135,26.932,0 days 02:01:50.726000,0 days 02:02:26.861000,0 days 02:02:53.793000,205.0,183.0,270.0,289.0,False,MEDIUM,38.0,True,Aston Martin,0 days 02:01:16.894000,2026-05-03 18:07:57.639,1,15.0,False,,False,True,96.87,96.86999999999999
213,0 days 02:04:30.158000,ALO,14,0 days 00:01:36.394000,39.0,1.0,,,33.528,35.997,26.869,0 days 02:03:27.321000,0 days 02:04:03.318000,0 days 02:04:30.187000,204.0,182.0,266.0,289.0,False,MEDIUM,39.0,True,Aston Martin,0 days 02:02:53.764000,2026-05-03 18:09:34.509,1,15.0,False,,False,True,96.394,96.394
214,0 days 02:06:07.875000,ALO,14,0 days 00:01:37.717000,40.0,1.0,,,35.001,35.835,26.881,0 days 02:05:05.188000,0 days 02:05:41.023000,0 days 02:06:07.904000,201.0,180.0,259.0,293.0,False,MEDIUM,40.0,True,Aston Martin,0 days 02:04:30.158000,2026-05-03 18:11:10.903,1,15.0,False,,False,True,97.717,97.717
215,0 days 02:07:49.664000,ALO,14,0 days 00:01:41.789000,41.0,1.0,,0 days 02:07:44.258000,33.744,36.309,31.736,0 days 02:06:41.648000,0 days 02:07:17.957000,0 days 02:07:49.693000,202.0,181.0,,290.0,False,MEDIUM,41.0,True,Aston Martin,0 days 02:06:07.875000,2026-05-03 18:12:48.620,1,15.0,False,,False,False,101.789,101.789
216,0 days 02:09:39.011000,ALO,14,0 days 00:01:49.347000,42.0,2.0,0 days 02:08:07.560000,,47.823,35.177,26.347,0 days 02:08:37.516000,0 days 02:09:12.693000,0 days 02:09:39.040000,209.0,184.0,269.0,295.0,False,SOFT,1.0,True,Aston Martin,0 days 02:07:49.664000,2026-05-03 18:14:30.409,1,16.0,False,,False,False,109.347,109.34700000000001
217,0 days 02:11:14.561000,ALO,14,0 days 00:01:35.550000,43.0,2.0,,,33.03,35.525,26.995,0 days 02:10:12.070000,0 days 02:10:47.595000,0 days 02:11:14.590000,209.0,179.0,279.0,275.0,True,SOFT,2.0,True,Aston Martin,0 days 02:09:39.011000,2026-05-03 18:16:19.756,1,16.0,False,,False,True,95.55,95.55000000000001
218,0 days 02:12:48.073000,ALO,14,0 days 00:01:33.512000,44.0,2.0,,,32.733,35.079,25.7,0 days 02:11:47.323000,0 days 02:12:22.402000,0 days 02:12:48.102000,207.0,185.0,274.0,316.0,False,SOFT,3.0,True,Aston Martin,0 days 02:11:14.561000,2026-05-03 18:17:55.306,1,16.0,True,TRACK LIMITS AT TURN 5 LAP 44 ,False,True,93.512,93.512
219,0 days 02:14:22.667000,ALO,14,0 days 00:01:34.594000,45.0,2.0,,,33.059,35.618,25.917,0 days 02:13:21.161000,0 days 02:13:56.779000,0 days 02:14:22.696000,207.0,183.0,277.0,306.0,True,SOFT,4.0,True,Aston Martin,0 days 02:12:48.073000,2026-05-03 18:19:28.818,1,16.0,False,,False,True,94.594,94.594
220,0 days 02:15:59.056000,ALO,14,0 days 00:01:36.389000,46.0,2.0,,,33.197,36.452,26.74,0 days 02:14:55.893000,0 days 02:15:32.345000,0 days 02:15:59.085000,208.0,183.0,269.0,329.0,False,SOFT,5.0,True,Aston Martin,0 days 02:14:22.667000,2026-05-03 18:21:03.412,12,16.0,True,TRACK LIMITS AT TURN 17 LAP 46 ,False,True,96.389,96.389
221,0 days 02:17:35.247000,ALO,14,0 days 00:01:36.191000,47.0,2.0,,,33.84,36.147,26.204,0 days 02:16:32.925000,0 days 02:17:09.072000,0 days 02:17:35.276000,204.0,182.0,277.0,291.0,False,SOFT,6.0,True,Aston Martin,0 days 02:15:59.056000,2026-05-03 18:22:39.801,1,16.0,False,,False,True,96.191,96.191
222,0 days 02:19:12.012000,ALO,14,0 days 00:01:36.765000,48.0,2.0,,,34.601,36.054,26.11,0 days 02:18:09.877000,0 days 02:18:45.931000,0 days 02:19:12.041000,207.0,182.0,282.0,295.0,False,SOFT,7.0,True,Aston Martin,0 days 02:17:35.247000,2026-05-03 18:24:15.992,1,16.0,False,,False,True,96.765,96.765
223,0 days 02:20:49.689000,ALO,14,0 days 00:01:37.677000,49.0,2.0,,,34.196,36.34,27.141,0 days 02:19:46.237000,0 days 02:20:22.577000,0 days 02:20:49.718000,206.0,179.0,259.0,266.0,False,SOFT,8.0,True,Aston Martin,0 days 02:19:12.012000,2026-05-03 18:25:52.757,1,16.0,False,,False,True,97.677,97.67699999999999
224,0 days 02:22:25.805000,ALO,14,0 days 00:01:36.116000,50.0,2.0,,,34.269,35.73,26.117,0 days 02:21:23.987000,0 days 02:21:59.717000,0 days 02:22:25.834000,208.0,182.0,256.0,302.0,False,SOFT,9.0,True,Aston Martin,0 days 02:20:49.689000,2026-05-03 18:27:30.434,1,16.0,False,,False,True,96.116,96.116
225,0 days 02:24:00.964000,ALO,14,0 days 00:01:35.159000,51.0,2.0,,,33.589,35.796,25.774,0 days 02:22:59.423000,0 days 02:23:35.219000,0 days 02:24:00.993000,211.0,183.0,259.0,319.0,False,SOFT,10.0,True,Aston Martin,0 days 02:22:25.805000,2026-05-03 18:29:06.550,1,15.0,False,,False,True,95.159,95.15899999999999
226,0 days 02:25:36.055000,ALO,14,0 days 00:01:35.091000,52.0,2.0,,,33.052,35.804,26.235,0 days 02:24:34.045000,0 days 02:25:09.849000,0 days 02:25:36.084000,208.0,184.0,272.0,294.0,False,SOFT,11.0,True,Aston Martin,0 days 02:24:00.964000,2026-05-03 18:30:41.709,1,15.0,False,,False,True,95.091,95.091
227,0 days 02:27:11.070000,ALO,14,0 days 00:01:35.015000,53.0,2.0,,,32.89,35.866,26.259,0 days 02:26:08.974000,0 days 02:26:44.840000,0 days 02:27:11.099000,206.0,186.0,275.0,291.0,False,SOFT,12.0,True,Aston Martin,0 days 02:25:36.055000,2026-05-03 18:32:16.800,1,15.0,False,,False,True,95.015,95.015
228,0 days 02:28:46.040000,ALO,14,0 days 00:01:34.970000,54.0,2.0,,,32.731,36.012,26.227,0 days 02:27:43.830000,0 days 02:28:19.842000,0 days 02:28:46.069000,207.0,186.0,274.0,293.0,False,SOFT,13.0,True,Aston Martin,0 days 02:27:11.070000,2026-05-03 18:33:51.815,1,15.0,False,,False,True,94.97,94.97
229,0 days 02:30:20.984000,ALO,14,0 days 00:01:34.944000,55.0,2.0,,,32.754,35.922,26.268,0 days 02:29:18.823000,0 days 02:29:54.745000,0 days 02:30:21.013000,209.0,186.0,271.0,292.0,False,SOFT,14.0,True,Aston Martin,0 days 02:28:46.040000,2026-05-03 18:35:26.785,12,15.0,False,,False,True,94.944,94.94399999999999
230,0 days 02:31:56.230000,ALO,14,0 days 00:01:35.246000,56.0,2.0,,,32.89,35.877,26.479,0 days 02:30:53.903000,0 days 02:31:29.780000,0 days 02:31:56.259000,209.0,185.0,269.0,275.0,False,SOFT,15.0,True,Aston Martin,0 days 02:30:20.984000,2026-05-03 18:37:01.729,1,15.0,False,,False,True,95.246,95.246
231,0 days 00:58:58.087000,LEC,16,0 days 00:01:36.094000,1.0,1.0,,,,34.486,26.068,,0 days 00:58:32.364000,0 days 00:58:58.277000,211.0,188.0,268.0,287.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:57:21.749000,2026-05-03 17:04:02.494,1,1.0,False,,False,False,96.094,
232,0 days 01:00:31.123000,LEC,16,0 days 00:01:33.036000,2.0,1.0,,,32.306,34.696,26.034,0 days 00:59:30.481000,0 days 01:00:05.177000,0 days 01:00:31.211000,212.0,187.0,265.0,298.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:58:58.087000,2026-05-03 17:05:38.832,1,1.0,False,,False,True,93.036,93.036
233,0 days 01:02:04.480000,LEC,16,0 days 00:01:33.357000,3.0,1.0,,,32.59,34.697,26.07,0 days 01:01:03.801000,0 days 01:01:38.498000,0 days 01:02:04.568000,209.0,187.0,270.0,298.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:00:31.123000,2026-05-03 17:07:11.868,1,1.0,False,,False,True,93.357,93.357
234,0 days 01:03:39.210000,LEC,16,0 days 00:01:34.730000,4.0,1.0,,,32.82,35.26,26.65,0 days 01:02:37.388000,0 days 01:03:12.648000,0 days 01:03:39.298000,210.0,185.0,275.0,293.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:02:04.480000,2026-05-03 17:08:45.225,1,2.0,False,,False,True,94.73,94.72999999999999
235,0 days 01:05:12.907000,LEC,16,0 days 00:01:33.697000,5.0,1.0,,,33.187,34.271,26.239,0 days 01:04:12.485000,0 days 01:04:46.756000,0 days 01:05:12.995000,211.0,183.0,267.0,299.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:03:39.210000,2026-05-03 17:10:19.955,12,1.0,False,,False,True,93.697,93.697
236,0 days 01:07:22.370000,LEC,16,0 days 00:02:09.463000,6.0,1.0,,,39.229,52.226,38.008,0 days 01:05:52.224000,0 days 01:06:44.450000,0 days 01:07:22.458000,93.0,140.0,270.0,117.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:05:12.907000,2026-05-03 17:11:53.652,24,1.0,False,,False,False,129.463,129.463
237,0 days 01:09:40.384000,LEC,16,0 days 00:02:18.014000,7.0,1.0,,,41.184,55.067,41.763,0 days 01:08:03.642000,0 days 01:08:58.709000,0 days 01:09:40.472000,136.0,139.0,176.0,137.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:07:22.370000,2026-05-03 17:14:03.115,4,1.0,False,,False,False,138.014,138.014
238,0 days 01:12:03.192000,LEC,16,0 days 00:02:22.808000,8.0,1.0,,,49.733,53.527,39.548,0 days 01:10:30.205000,0 days 01:11:23.732000,0 days 01:12:03.280000,142.0,144.0,175.0,147.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:09:40.384000,2026-05-03 17:16:21.129,4,1.0,False,,False,False,142.808,142.808
239,0 days 01:14:30.676000,LEC,16,0 days 00:02:27.484000,9.0,1.0,,,47.881,55.025,44.578,0 days 01:12:51.161000,0 days 01:13:46.186000,0 days 01:14:30.764000,171.0,106.0,194.0,144.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:12:03.192000,2026-05-03 17:18:43.937,4,1.0,False,,False,False,147.484,147.484
240,0 days 01:16:49.438000,LEC,16,0 days 00:02:18.762000,10.0,1.0,,,48.254,54.401,36.107,0 days 01:15:19.018000,0 days 01:16:13.419000,0 days 01:16:49.526000,162.0,116.0,218.0,162.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:14:30.676000,2026-05-03 17:21:11.421,4,1.0,False,,False,False,138.762,138.762
