,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:59:00.108000,NOR,1,0 days 00:01:38.115000,1.0,1.0,,,,34.453,25.729,,0 days 00:58:34.505000,0 days 00:59:00.288000,213.0,183.0,273.0,298.0,False,MEDIUM,1.0,True,McLaren,0 days 00:57:21.749000,2026-05-03 17:04:02.494,1,3.0,False,,False,False,98.115,
1,0 days 01:00:32.878000,NOR,1,0 days 00:01:32.770000,2.0,1.0,,,32.593,34.6,25.577,0 days 00:59:32.761000,0 days 01:00:07.361000,0 days 01:00:32.938000,211.0,184.0,271.0,317.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:00.108000,2026-05-03 17:05:40.853,1,3.0,False,,False,True,92.77,92.77000000000001
2,0 days 01:02:06.141000,NOR,1,0 days 00:01:33.263000,3.0,1.0,,,32.816,34.702,25.745,0 days 01:01:05.754000,0 days 01:01:40.456000,0 days 01:02:06.201000,209.0,185.0,270.0,313.0,False,MEDIUM,3.0,True,McLaren,0 days 01:00:32.878000,2026-05-03 17:07:13.623,1,3.0,False,,False,True,93.263,93.263
3,0 days 01:03:39.955000,NOR,1,0 days 00:01:33.814000,4.0,1.0,,,33.089,34.864,25.861,0 days 01:02:39.290000,0 days 01:03:14.154000,0 days 01:03:40.015000,205.0,186.0,273.0,310.0,False,MEDIUM,4.0,True,McLaren,0 days 01:02:06.141000,2026-05-03 17:08:46.886,1,3.0,False,,False,True,93.814,93.81400000000001
4,0 days 01:05:13.797000,NOR,1,0 days 00:01:33.842000,5.0,1.0,,,32.883,35.214,25.745,0 days 01:04:12.898000,0 days 01:04:48.112000,0 days 01:05:13.857000,210.0,183.0,281.0,308.0,False,MEDIUM,5.0,True,McLaren,0 days 01:03:39.955000,2026-05-03 17:10:20.700,12,3.0,False,,False,True,93.842,93.84200000000001
5,0 days 01:07:24.147000,NOR,1,0 days 00:02:10.350000,6.0,1.0,,,40.675,51.989,37.686,0 days 01:05:54.532000,0 days 01:06:46.521000,0 days 01:07:24.207000,84.0,108.0,249.0,98.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:13.797000,2026-05-03 17:11:54.542,24,2.0,False,,False,False,130.35,130.35
6,0 days 01:09:41.989000,NOR,1,0 days 00:02:17.842000,7.0,1.0,,,41.553,54.69,41.599,0 days 01:08:05.760000,0 days 01:09:00.450000,0 days 01:09:42.049000,119.0,108.0,192.0,132.0,False,MEDIUM,7.0,True,McLaren,0 days 01:07:24.147000,2026-05-03 17:14:04.892,4,2.0,False,,False,False,137.842,137.84199999999998
7,0 days 01:12:04.388000,NOR,1,0 days 00:02:22.399000,8.0,1.0,,,50.043,54.546,37.81,0 days 01:10:32.092000,0 days 01:11:26.638000,0 days 01:12:04.448000,108.0,97.0,240.0,110.0,False,MEDIUM,8.0,True,McLaren,0 days 01:09:41.989000,2026-05-03 17:16:22.734,4,2.0,False,,False,False,142.399,142.399
8,0 days 01:14:32.014000,NOR,1,0 days 00:02:27.626000,9.0,1.0,,,48.536,55.467,43.623,0 days 01:12:52.984000,0 days 01:13:48.451000,0 days 01:14:32.074000,138.0,84.0,228.0,156.0,False,MEDIUM,9.0,True,McLaren,0 days 01:12:04.388000,2026-05-03 17:18:45.133,4,2.0,False,,False,False,147.626,147.626
9,0 days 01:16:51.133000,NOR,1,0 days 00:02:19.119000,10.0,1.0,,,48.549,55.495,35.075,0 days 01:15:20.623000,0 days 01:16:16.118000,0 days 01:16:51.193000,120.0,94.0,223.0,211.0,False,MEDIUM,10.0,True,McLaren,0 days 01:14:32.014000,2026-05-03 17:21:12.759,4,2.0,False,,False,False,139.119,139.119
10,0 days 01:19:21.960000,NOR,1,,11.0,1.0,,,47.831,47.757,55.27,0 days 01:17:39.161000,0 days 01:18:26.894000,0 days 01:19:22.243000,134.0,125.0,276.0,63.0,False,MEDIUM,11.0,True,McLaren,0 days 01:16:51.133000,2026-05-03 17:23:31.878,41,2.0,False,,False,False,,150.858
11,0 days 01:20:54.516000,NOR,1,0 days 00:01:32.556000,12.0,1.0,,,32.418,34.694,25.444,0 days 01:19:54.438000,0 days 01:20:29.132000,0 days 01:20:54.576000,213.0,189.0,281.0,310.0,True,MEDIUM,12.0,True,McLaren,0 days 01:19:21.960000,2026-05-03 17:26:02.705,1,2.0,False,,False,True,92.556,92.556
12,0 days 01:22:27.410000,NOR,1,0 days 00:01:32.894000,13.0,1.0,,,32.681,34.671,25.542,0 days 01:21:27.257000,0 days 01:22:01.928000,0 days 01:22:27.470000,213.0,188.0,274.0,306.0,False,MEDIUM,13.0,True,McLaren,0 days 01:20:54.516000,2026-05-03 17:27:35.261,1,1.0,False,,False,True,92.894,92.894
13,0 days 01:24:00.204000,NOR,1,0 days 00:01:32.794000,14.0,1.0,,,32.324,34.849,25.621,0 days 01:22:59.794000,0 days 01:23:34.643000,0 days 01:24:00.264000,212.0,187.0,276.0,306.0,False,MEDIUM,14.0,True,McLaren,0 days 01:22:27.410000,2026-05-03 17:29:08.155,1,1.0,False,,False,True,92.794,92.794
14,0 days 01:25:33.191000,NOR,1,0 days 00:01:32.987000,15.0,1.0,,,32.39,34.976,25.621,0 days 01:24:32.654000,0 days 01:25:07.630000,0 days 01:25:33.251000,209.0,187.0,276.0,305.0,False,MEDIUM,15.0,True,McLaren,0 days 01:24:00.204000,2026-05-03 17:30:40.949,1,1.0,False,,False,True,92.987,92.987
15,0 days 01:27:06.061000,NOR,1,0 days 00:01:32.870000,16.0,1.0,,,32.306,34.906,25.658,0 days 01:26:05.557000,0 days 01:26:40.463000,0 days 01:27:06.121000,211.0,187.0,275.0,305.0,False,MEDIUM,16.0,True,McLaren,0 days 01:25:33.191000,2026-05-03 17:32:13.936,12,1.0,False,,False,True,92.87,92.86999999999999
16,0 days 01:28:39.155000,NOR,1,0 days 00:01:33.094000,17.0,1.0,,,32.405,35.03,25.659,0 days 01:27:38.526000,0 days 01:28:13.556000,0 days 01:28:39.215000,210.0,187.0,276.0,304.0,False,MEDIUM,17.0,True,McLaren,0 days 01:27:06.061000,2026-05-03 17:33:46.806,1,1.0,False,,False,True,93.094,93.094
17,0 days 01:30:12.195000,NOR,1,0 days 00:01:33.040000,18.0,1.0,,,32.364,35.022,25.654,0 days 01:29:11.579000,0 days 01:29:46.601000,0 days 01:30:12.255000,211.0,185.0,276.0,305.0,False,MEDIUM,18.0,True,McLaren,0 days 01:28:39.155000,2026-05-03 17:35:19.900,1,1.0,False,,False,True,93.04,93.03999999999999
18,0 days 01:31:45.203000,NOR,1,0 days 00:01:33.008000,19.0,1.0,,,32.283,35.061,25.664,0 days 01:30:44.538000,0 days 01:31:19.599000,0 days 01:31:45.263000,209.0,186.0,276.0,305.0,False,MEDIUM,19.0,True,McLaren,0 days 01:30:12.195000,2026-05-03 17:36:52.940,1,1.0,False,,False,True,93.008,93.008
19,0 days 01:33:18.396000,NOR,1,0 days 00:01:33.193000,20.0,1.0,,,32.444,35.079,25.67,0 days 01:32:17.707000,0 days 01:32:52.786000,0 days 01:33:18.456000,210.0,187.0,276.0,304.0,False,MEDIUM,20.0,True,McLaren,0 days 01:31:45.203000,2026-05-03 17:38:25.948,1,1.0,False,,False,True,93.193,93.193
20,0 days 01:34:51.277000,NOR,1,0 days 00:01:32.881000,21.0,1.0,,,32.334,34.827,25.72,0 days 01:33:50.790000,0 days 01:34:25.617000,0 days 01:34:51.337000,211.0,186.0,276.0,304.0,False,MEDIUM,21.0,True,McLaren,0 days 01:33:18.396000,2026-05-03 17:39:59.141,1,1.0,False,,False,True,92.881,92.881
21,0 days 01:36:24.325000,NOR,1,0 days 00:01:33.048000,22.0,1.0,,,32.369,34.868,25.811,0 days 01:35:23.706000,0 days 01:35:58.574000,0 days 01:36:24.385000,209.0,187.0,275.0,303.0,False,MEDIUM,22.0,True,McLaren,0 days 01:34:51.277000,2026-05-03 17:41:32.022,1,1.0,False,,False,True,93.048,93.048
22,0 days 01:37:57.423000,NOR,1,0 days 00:01:33.098000,23.0,1.0,,,32.291,35.073,25.734,0 days 01:36:56.676000,0 days 01:37:31.749000,0 days 01:37:57.483000,209.0,187.0,276.0,305.0,False,MEDIUM,23.0,True,McLaren,0 days 01:36:24.325000,2026-05-03 17:43:05.070,1,1.0,False,,False,True,93.098,93.09800000000001
23,0 days 01:39:30.516000,NOR,1,0 days 00:01:33.093000,24.0,1.0,,,32.353,35.069,25.671,0 days 01:38:29.836000,0 days 01:39:04.905000,0 days 01:39:30.576000,211.0,186.0,278.0,306.0,False,MEDIUM,24.0,True,McLaren,0 days 01:37:57.423000,2026-05-03 17:44:38.168,1,1.0,False,,False,True,93.093,93.09299999999999
24,0 days 01:41:03.900000,NOR,1,0 days 00:01:33.384000,25.0,1.0,,,32.476,35.253,25.655,0 days 01:40:03.052000,0 days 01:40:38.305000,0 days 01:41:03.960000,209.0,187.0,278.0,306.0,False,MEDIUM,25.0,True,McLaren,0 days 01:39:30.516000,2026-05-03 17:46:11.261,1,1.0,False,,False,True,93.384,93.384
25,0 days 01:42:36.959000,NOR,1,0 days 00:01:33.059000,26.0,1.0,,,32.397,34.932,25.73,0 days 01:41:36.357000,0 days 01:42:11.289000,0 days 01:42:37.019000,212.0,186.0,279.0,306.0,False,MEDIUM,26.0,True,McLaren,0 days 01:41:03.900000,2026-05-03 17:47:44.645,1,1.0,False,,False,True,93.059,93.05900000000001
26,0 days 01:44:15.463000,NOR,1,0 days 00:01:38.504000,27.0,1.0,,0 days 01:44:09.959000,32.644,35.079,30.781,0 days 01:43:09.663000,0 days 01:43:44.742000,0 days 01:44:15.523000,210.0,186.0,,313.0,False,MEDIUM,27.0,True,McLaren,0 days 01:42:36.959000,2026-05-03 17:49:17.704,1,1.0,False,,False,False,98.504,98.50399999999999
27,0 days 01:46:02.616000,NOR,1,0 days 00:01:47.153000,28.0,2.0,0 days 01:44:32.511000,,46.898,34.483,25.772,0 days 01:45:02.421000,0 days 01:45:36.904000,0 days 01:46:02.676000,213.0,188.0,274.0,301.0,False,HARD,1.0,True,McLaren,0 days 01:44:15.463000,2026-05-03 17:50:56.208,1,3.0,False,,False,False,107.153,107.15299999999999
28,0 days 01:47:36.067000,NOR,1,0 days 00:01:33.451000,29.0,2.0,,,32.814,34.969,25.668,0 days 01:46:35.490000,0 days 01:47:10.459000,0 days 01:47:36.127000,214.0,187.0,275.0,314.0,False,HARD,2.0,True,McLaren,0 days 01:46:02.616000,2026-05-03 17:52:43.361,1,2.0,False,,False,True,93.451,93.451
29,0 days 01:49:08.314000,NOR,1,0 days 00:01:32.247000,30.0,2.0,,,32.402,34.47,25.375,0 days 01:48:08.529000,0 days 01:48:42.999000,0 days 01:49:08.374000,214.0,188.0,282.0,313.0,True,HARD,3.0,True,McLaren,0 days 01:47:36.067000,2026-05-03 17:54:16.812,1,2.0,False,,False,True,92.247,92.247
30,0 days 01:50:40.383000,NOR,1,0 days 00:01:32.069000,31.0,2.0,,,32.221,34.432,25.416,0 days 01:49:40.595000,0 days 01:50:15.027000,0 days 01:50:40.443000,214.0,188.0,284.0,317.0,True,HARD,4.0,True,McLaren,0 days 01:49:08.314000,2026-05-03 17:55:49.059,1,2.0,False,,False,True,92.069,92.06899999999999
31,0 days 01:52:12.538000,NOR,1,0 days 00:01:32.155000,32.0,2.0,,,32.204,34.587,25.364,0 days 01:51:12.647000,0 days 01:51:47.234000,0 days 01:52:12.598000,212.0,187.0,282.0,316.0,False,HARD,5.0,True,McLaren,0 days 01:50:40.383000,2026-05-03 17:57:21.128,1,2.0,False,,False,True,92.155,92.155
32,0 days 01:53:44.529000,NOR,1,0 days 00:01:31.991000,33.0,2.0,,,31.956,34.58,25.455,0 days 01:52:44.554000,0 days 01:53:19.134000,0 days 01:53:44.589000,212.0,186.0,282.0,319.0,True,HARD,6.0,True,McLaren,0 days 01:52:12.538000,2026-05-03 17:58:53.283,1,2.0,False,,False,True,91.991,91.991
33,0 days 01:55:16.849000,NOR,1,0 days 00:01:32.320000,34.0,2.0,,,32.266,34.684,25.37,0 days 01:54:16.855000,0 days 01:54:51.539000,0 days 01:55:16.909000,213.0,185.0,282.0,318.0,False,HARD,7.0,True,McLaren,0 days 01:53:44.529000,2026-05-03 18:00:25.274,1,2.0,False,,False,True,92.32,92.32
34,0 days 01:56:48.718000,NOR,1,0 days 00:01:31.869000,35.0,2.0,,,31.893,34.8,25.176,0 days 01:55:48.802000,0 days 01:56:23.602000,0 days 01:56:48.778000,210.0,187.0,283.0,321.0,True,HARD,8.0,True,McLaren,0 days 01:55:16.849000,2026-05-03 18:01:57.594,1,2.0,False,,False,True,91.869,91.869
35,0 days 01:58:21.044000,NOR,1,0 days 00:01:32.326000,36.0,2.0,,,32.166,34.835,25.325,0 days 01:57:20.944000,0 days 01:57:55.779000,0 days 01:58:21.104000,209.0,186.0,271.0,330.0,False,HARD,9.0,True,McLaren,0 days 01:56:48.718000,2026-05-03 18:03:29.463,1,2.0,False,,False,True,92.326,92.32600000000001
36,0 days 01:59:53.435000,NOR,1,0 days 00:01:32.391000,37.0,2.0,,,32.206,34.813,25.372,0 days 01:58:53.310000,0 days 01:59:28.123000,0 days 01:59:53.495000,212.0,183.0,284.0,318.0,False,HARD,10.0,True,McLaren,0 days 01:58:21.044000,2026-05-03 18:05:01.789,1,2.0,False,,False,True,92.391,92.391
37,0 days 02:01:25.818000,NOR,1,0 days 00:01:32.383000,38.0,2.0,,,32.187,34.915,25.281,0 days 02:00:25.682000,0 days 02:01:00.597000,0 days 02:01:25.878000,212.0,186.0,282.0,323.0,False,HARD,11.0,True,McLaren,0 days 01:59:53.435000,2026-05-03 18:06:34.180,1,2.0,False,,False,True,92.383,92.38300000000001
38,0 days 02:02:58.475000,NOR,1,0 days 00:01:32.657000,39.0,2.0,,,32.544,34.824,25.289,0 days 02:01:58.422000,0 days 02:02:33.246000,0 days 02:02:58.535000,211.0,183.0,286.0,322.0,False,HARD,12.0,True,McLaren,0 days 02:01:25.818000,2026-05-03 18:08:06.563,1,2.0,False,,False,True,92.657,92.657
39,0 days 02:04:31.115000,NOR,1,0 days 00:01:32.640000,40.0,2.0,,,32.468,34.753,25.419,0 days 02:03:31.003000,0 days 02:04:05.756000,0 days 02:04:31.175000,208.0,186.0,284.0,322.0,False,HARD,13.0,True,McLaren,0 days 02:02:58.475000,2026-05-03 18:09:39.220,1,2.0,False,,False,True,92.64,92.64
40,0 days 02:06:03.791000,NOR,1,0 days 00:01:32.676000,41.0,2.0,,,32.599,34.767,25.31,0 days 02:05:03.774000,0 days 02:05:38.541000,0 days 02:06:03.851000,210.0,183.0,284.0,320.0,False,HARD,14.0,True,McLaren,0 days 02:04:31.115000,2026-05-03 18:11:11.860,1,2.0,False,,False,True,92.676,92.676
41,0 days 02:07:36.453000,NOR,1,0 days 00:01:32.662000,42.0,2.0,,,32.325,34.922,25.415,0 days 02:06:36.176000,0 days 02:07:11.098000,0 days 02:07:36.513000,213.0,186.0,286.0,319.0,False,HARD,15.0,True,McLaren,0 days 02:06:03.791000,2026-05-03 18:12:44.536,1,2.0,True,TRACK LIMITS AT TURN 5 LAP 42 ,False,True,92.662,92.662
42,0 days 02:09:08.944000,NOR,1,0 days 00:01:32.491000,43.0,2.0,,,32.159,34.897,25.435,0 days 02:08:08.672000,0 days 02:08:43.569000,0 days 02:09:09.004000,207.0,186.0,284.0,318.0,False,HARD,16.0,True,McLaren,0 days 02:07:36.453000,2026-05-03 18:14:17.198,1,2.0,False,,False,True,92.491,92.491
43,0 days 02:10:41.535000,NOR,1,0 days 00:01:32.591000,44.0,2.0,,,32.378,34.747,25.466,0 days 02:09:41.382000,0 days 02:10:16.129000,0 days 02:10:41.595000,212.0,186.0,285.0,317.0,False,HARD,17.0,True,McLaren,0 days 02:09:08.944000,2026-05-03 18:15:49.689,1,2.0,False,,False,True,92.591,92.59100000000001
44,0 days 02:12:14.004000,NOR,1,0 days 00:01:32.469000,45.0,2.0,,,32.091,34.829,25.549,0 days 02:11:13.686000,0 days 02:11:48.515000,0 days 02:12:14.064000,211.0,186.0,283.0,314.0,False,HARD,18.0,True,McLaren,0 days 02:10:41.535000,2026-05-03 18:17:22.280,1,2.0,False,,False,True,92.469,92.469
45,0 days 02:13:46.719000,NOR,1,0 days 00:01:32.715000,46.0,2.0,,,32.259,34.78,25.676,0 days 02:12:46.323000,0 days 02:13:21.103000,0 days 02:13:46.779000,211.0,186.0,280.0,313.0,False,HARD,19.0,True,McLaren,0 days 02:12:14.004000,2026-05-03 18:18:54.749,1,2.0,False,,False,True,92.715,92.715
46,0 days 02:15:18.954000,NOR,1,0 days 00:01:32.235000,47.0,2.0,,,32.136,34.698,25.401,0 days 02:14:18.915000,0 days 02:14:53.613000,0 days 02:15:19.014000,213.0,186.0,281.0,315.0,False,HARD,20.0,True,McLaren,0 days 02:13:46.719000,2026-05-03 18:20:27.464,1,2.0,False,,False,True,92.235,92.235
47,0 days 02:16:51.352000,NOR,1,0 days 00:01:32.398000,48.0,2.0,,,32.189,34.767,25.442,0 days 02:15:51.203000,0 days 02:16:25.970000,0 days 02:16:51.412000,212.0,185.0,281.0,316.0,False,HARD,21.0,True,McLaren,0 days 02:15:18.954000,2026-05-03 18:21:59.699,12,2.0,False,,False,True,92.398,92.398
48,0 days 02:18:23.621000,NOR,1,0 days 00:01:32.269000,49.0,2.0,,,32.263,34.571,25.435,0 days 02:17:23.675000,0 days 02:17:58.246000,0 days 02:18:23.681000,211.0,187.0,280.0,317.0,False,HARD,22.0,True,McLaren,0 days 02:16:51.352000,2026-05-03 18:23:32.097,1,2.0,False,,False,True,92.269,92.269
49,0 days 02:19:56.049000,NOR,1,0 days 00:01:32.428000,50.0,2.0,,,32.249,34.72,25.459,0 days 02:18:55.930000,0 days 02:19:30.650000,0 days 02:19:56.109000,207.0,187.0,282.0,318.0,False,HARD,23.0,True,McLaren,0 days 02:18:23.621000,2026-05-03 18:25:04.366,1,2.0,False,,False,True,92.428,92.428
50,0 days 02:21:28.443000,NOR,1,0 days 00:01:32.394000,51.0,2.0,,,32.203,34.802,25.389,0 days 02:20:28.312000,0 days 02:21:03.114000,0 days 02:21:28.503000,214.0,185.0,284.0,324.0,False,HARD,24.0,True,McLaren,0 days 02:19:56.049000,2026-05-03 18:26:36.794,1,2.0,False,,False,True,92.394,92.39399999999999
51,0 days 02:23:00.907000,NOR,1,0 days 00:01:32.464000,52.0,2.0,,,32.159,35.004,25.301,0 days 02:22:00.662000,0 days 02:22:35.666000,0 days 02:23:00.967000,212.0,183.0,285.0,323.0,False,HARD,25.0,True,McLaren,0 days 02:21:28.443000,2026-05-03 18:28:09.188,1,2.0,False,,False,True,92.464,92.464
52,0 days 02:24:33.645000,NOR,1,0 days 00:01:32.738000,53.0,2.0,,,32.57,34.784,25.384,0 days 02:23:33.537000,0 days 02:24:08.321000,0 days 02:24:33.705000,210.0,187.0,285.0,316.0,False,HARD,26.0,True,McLaren,0 days 02:23:00.907000,2026-05-03 18:29:41.652,1,2.0,False,,False,True,92.738,92.738
53,0 days 02:26:05.683000,NOR,1,0 days 00:01:32.038000,54.0,2.0,,,31.961,34.654,25.423,0 days 02:25:05.666000,0 days 02:25:40.320000,0 days 02:26:05.743000,212.0,187.0,282.0,316.0,False,HARD,27.0,True,McLaren,0 days 02:24:33.645000,2026-05-03 18:31:14.390,1,2.0,False,,False,True,92.038,92.03800000000001
54,0 days 02:27:38.176000,NOR,1,0 days 00:01:32.493000,55.0,2.0,,,32.37,34.848,25.275,0 days 02:26:38.113000,0 days 02:27:12.961000,0 days 02:27:38.236000,212.0,186.0,283.0,321.0,False,HARD,28.0,True,McLaren,0 days 02:26:05.683000,2026-05-03 18:32:46.428,1,2.0,False,,False,True,92.493,92.493
55,0 days 02:29:11.025000,NOR,1,0 days 00:01:32.849000,56.0,2.0,,,32.413,34.893,25.543,0 days 02:28:10.649000,0 days 02:28:45.542000,0 days 02:29:11.085000,212.0,187.0,283.0,315.0,False,HARD,29.0,True,McLaren,0 days 02:27:38.176000,2026-05-03 18:34:18.921,1,2.0,False,,False,True,92.849,92.84899999999999
56,0 days 02:30:44.499000,NOR,1,0 days 00:01:33.474000,57.0,2.0,,,32.345,34.947,26.182,0 days 02:29:43.430000,0 days 02:30:18.377000,0 days 02:30:44.559000,212.0,186.0,282.0,315.0,False,HARD,30.0,True,McLaren,0 days 02:29:11.025000,2026-05-03 18:35:51.770,12,2.0,False,,False,True,93.474,93.474
57,0 days 00:59:07.236000,GAS,10,0 days 00:01:45.243000,1.0,1.0,,,,37.363,26.123,,0 days 00:58:41.251000,0 days 00:59:07.606000,204.0,176.0,277.0,303.0,False,MEDIUM,1.0,True,Alpine,0 days 00:57:21.749000,2026-05-03 17:04:02.494,1,12.0,False,,False,False,105.243,
58,0 days 01:00:42.812000,GAS,10,0 days 00:01:35.576000,2.0,1.0,,,34.166,35.189,26.221,0 days 00:59:41.432000,0 days 01:00:16.621000,0 days 01:00:42.842000,203.0,183.0,258.0,312.0,True,MEDIUM,2.0,True,Alpine,0 days 00:59:07.236000,2026-05-03 17:05:47.981,1,11.0,False,,False,True,95.576,95.576
59,0 days 01:02:17.858000,GAS,10,0 days 00:01:35.046000,3.0,1.0,,,33.854,35.291,25.901,0 days 01:01:16.696000,0 days 01:01:51.987000,0 days 01:02:17.888000,212.0,181.0,262.0,320.0,True,MEDIUM,3.0,True,Alpine,0 days 01:00:42.812000,2026-05-03 17:07:23.557,1,11.0,False,,False,True,95.046,95.04599999999999
60,0 days 01:03:52.714000,GAS,10,0 days 00:01:34.856000,4.0,1.0,,,33.93,35.021,25.905,0 days 01:02:51.818000,0 days 01:03:26.839000,0 days 01:03:52.744000,211.0,185.0,260.0,311.0,True,MEDIUM,4.0,True,Alpine,0 days 01:02:17.858000,2026-05-03 17:08:58.603,1,11.0,False,,False,True,94.856,94.856
61,0 days 01:06:22.714000,GAS,10,,5.0,1.0,,,,,,,,,,,,,,MEDIUM,5.0,True,Alpine,0 days 01:03:52.714000,2026-05-03 17:10:33.459,124,,False,,True,False,,
62,0 days 00:59:09.917000,PER,11,0 days 00:01:47.924000,1.0,1.0,,,,37.85,26.42,,0 days 00:58:43.718000,0 days 00:59:10.030000,205.0,175.0,279.0,295.0,False,MEDIUM,1.0,True,Cadillac,0 days 00:57:21.749000,2026-05-03 17:04:02.494,1,17.0,False,,False,False,107.924,
63,0 days 01:00:46.700000,PER,11,0 days 00:01:36.783000,2.0,1.0,,,34.763,36.096,25.924,0 days 00:59:44.774000,0 days 01:00:20.870000,0 days 01:00:46.794000,210.0,183.0,276.0,291.0,True,MEDIUM,2.0,True,Cadillac,0 days 00:59:09.917000,2026-05-03 17:05:50.662,1,17.0,False,,False,True,96.783,96.78299999999999
64,0 days 01:02:23.709000,PER,11,0 days 00:01:37.009000,3.0,1.0,,,34.616,36.358,26.035,0 days 01:01:21.410000,0 days 01:01:57.768000,0 days 01:02:23.803000,203.0,183.0,276.0,277.0,False,MEDIUM,3.0,True,Cadillac,0 days 01:00:46.700000,2026-05-03 17:07:27.445,1,18.0,False,,False,True,97.009,97.00899999999999
65,0 days 01:04:00.016000,PER,11,0 days 00:01:36.307000,4.0,1.0,,,34.425,35.585,26.297,0 days 01:02:58.228000,0 days 01:03:33.813000,0 days 01:04:00.110000,210.0,183.0,277.0,282.0,True,MEDIUM,4.0,True,Cadillac,0 days 01:02:23.709000,2026-05-03 17:09:04.454,1,18.0,False,,False,True,96.307,96.30699999999999
66,0 days 01:05:36.844000,PER,11,0 days 00:01:36.828000,5.0,1.0,,,34.235,35.829,26.764,0 days 01:04:34.345000,0 days 01:05:10.174000,0 days 01:05:36.938000,208.0,178.0,245.0,292.0,False,MEDIUM,5.0,True,Cadillac,0 days 01:04:00.016000,2026-05-03 17:10:40.761,124,14.0,False,,False,False,96.828,96.82799999999999
67,0 days 01:07:51.521000,PER,11,0 days 00:02:14.677000,6.0,1.0,,,44.577,51.251,38.849,0 days 01:06:21.515000,0 days 01:07:12.766000,0 days 01:07:51.615000,179.0,129.0,273.0,102.0,False,MEDIUM,6.0,True,Cadillac,0 days 01:05:36.844000,2026-05-03 17:12:17.589,4,14.0,False,,False,False,134.677,134.677
68,0 days 01:10:00.414000,PER,11,0 days 00:02:08.893000,7.0,1.0,,,39.402,48.06,41.431,0 days 01:08:31.017000,0 days 01:09:19.077000,0 days 01:10:00.508000,152.0,100.0,273.0,98.0,False,MEDIUM,7.0,True,Cadillac,0 days 01:07:51.521000,2026-05-03 17:14:32.266,4,13.0,False,,False,False,128.893,128.893
69,0 days 01:12:21.863000,PER,11,0 days 00:02:21.449000,8.0,1.0,,,42.953,57.7,40.796,0 days 01:10:43.461000,0 days 01:11:41.161000,0 days 01:12:21.957000,115.0,58.0,196.0,95.0,False,MEDIUM,8.0,True,Cadillac,0 days 01:10:00.414000,2026-05-03 17:16:41.159,4,13.0,False,,False,False,141.449,141.449
70,0 days 01:14:44.986000,PER,11,0 days 00:02:23.123000,9.0,1.0,,,44.365,58.947,39.811,0 days 01:13:06.322000,0 days 01:14:05.269000,0 days 01:14:45.080000,105.0,88.0,246.0,120.0,False,MEDIUM,9.0,True,Cadillac,0 days 01:12:21.863000,2026-05-03 17:19:02.608,4,13.0,False,,False,False,143.123,143.12300000000002
71,0 days 01:17:05.158000,PER,11,0 days 00:02:20.172000,10.0,1.0,,,46.616,58.783,34.773,0 days 01:15:31.696000,0 days 01:16:30.479000,0 days 01:17:05.252000,99.0,107.0,217.0,144.0,False,MEDIUM,10.0,True,Cadillac,0 days 01:14:44.986000,2026-05-03 17:21:25.731,4,13.0,False,,False,False,140.172,140.172
72,0 days 01:19:27.564000,PER,11,0 days 00:02:22.406000,11.0,1.0,,,46.572,45.727,50.107,0 days 01:17:51.824000,0 days 01:18:37.551000,0 days 01:19:27.658000,115.0,124.0,278.0,39.0,False,MEDIUM,11.0,True,Cadillac,0 days 01:17:05.158000,2026-05-03 17:23:45.903,41,13.0,False,,False,False,142.406,142.406
73,0 days 01:21:04.515000,PER,11,0 days 00:01:36.951000,12.0,1.0,,,33.776,36.869,26.306,0 days 01:20:01.434000,0 days 01:20:38.303000,0 days 01:21:04.609000,209.0,184.0,272.0,294.0,False,MEDIUM,12.0,True,Cadillac,0 days 01:19:27.564000,2026-05-03 17:26:08.309,1,13.0,True,TRACK LIMITS AT TURN 11 LAP 12 ,False,True,96.951,96.95100000000001
74,0 days 01:22:41.120000,PER,11,0 days 00:01:36.605000,13.0,1.0,,,34.553,35.995,26.057,0 days 01:21:39.162000,0 days 01:22:15.157000,0 days 01:22:41.214000,203.0,182.0,279.0,282.0,False,MEDIUM,13.0,True,Cadillac,0 days 01:21:04.515000,2026-05-03 17:27:45.260,1,15.0,False,,False,True,96.605,96.605
75,0 days 01:24:17.691000,PER,11,0 days 00:01:36.571000,14.0,1.0,,,34.885,35.611,26.075,0 days 01:23:16.099000,0 days 01:23:51.710000,0 days 01:24:17.785000,209.0,182.0,276.0,293.0,False,MEDIUM,14.0,True,Cadillac,0 days 01:22:41.120000,2026-05-03 17:29:21.865,1,15.0,False,,False,True,96.571,96.571
